State,Date,Total,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,dayofweek,month,week
South Carolina,2020-10-18,111258894,14269881.0,42993936.0,62092755.0,85748838.28571428,4168542.9307786613,6,10,42
Tennessee,2020-10-18,151088439,111258894.0,85645824.0,36696010.0,95097783.28571428,6732679.041229212,6,10,42
Texas,2020-10-18,537675846,151088439.0,60246781.0,110684503.0,163301935.42857143,14236458.886701465,6,10,42
Utah,2020-10-18,49473221,537675846.0,246736838.0,169654399.0,135121418.7142857,1745369.2601622667,6,10,42
Vermont,2020-10-18,10964926,49473221.0,65409369.0,11173347.0,127343641.14285715,282322.212156311,6,10,42
Nebraska,2020-10-18,35869570,10964926.0,16674281.0,49615569.0,130085825.28571428,1133016.890765984,6,10,42
Virginia,2020-10-18,163050882,35869570.0,14269881.0,553150409.0,151340254.0,7373446.263594826,6,10,42
Pennsylvania,2020-10-18,209727400,163050882.0,111258894.0,152184572.0,165407183.42857143,5861537.111102562,6,10,42
Missouri,2020-10-18,114326214,209727400.0,151088439.0,16853967.0,160155437.0,2829047.559902025,6,10,42
Iowa,2020-10-18,66751333,114326214.0,537675846.0,115546164.0,92880506.57142857,1949999.2266430848,6,10,42
Minnesota,2020-10-18,91361911,66751333.0,49473221.0,44576952.0,98864605.14285715,2503884.434265498,6,10,42
Wyoming,2020-10-18,13060879,91361911.0,10964926.0,215291299.0,99164027.0,700482.5360397001,6,10,42
Alabama,2020-10-18,122464550,13060879.0,35869570.0,68755331.0,111534738.42857143,5184393.767901641,6,10,42
Arizona,2020-10-18,130530706,122464550.0,163050882.0,87882414.0,106888999.0,4212663.537201908,6,10,42
Arkansas,2020-10-18,64996749,130530706.0,209727400.0,222210218.0,86213191.71428572,2431538.88027516,6,10,42
California,2020-10-18,535362222,64996749.0,114326214.0,214391731.0,146361192.85714287,18920586.909838054,6,10,42
Colorado,2020-10-18,103854518,535362222.0,66751333.0,260363051.0,151661647.85714287,3767244.7155689956,6,10,42
Connecticut,2020-10-18,50287285,103854518.0,91361911.0,43505034.0,145793844.14285713,2335258.8757608,6,10,42
Florida,2020-10-18,408146193,50287285.0,13060879.0,33001664.0,202234603.2857143,7760892.655211411,6,10,42
Mississippi,2020-10-18,78326190,408146193.0,122464550.0,14882506.0,195929123.2857143,3627309.469318109,6,10,42
Georgia,2020-10-18,223960846,78326190.0,130530706.0,217012144.0,209276286.14285713,8814592.14725016,6,10,42
Indiana,2020-10-18,129107106,223960846.0,64996749.0,206647393.0,218434908.57142857,3383091.9690831807,6,10,42
Kansas,2020-10-18,52216444,129107106.0,535362222.0,32058522.0,149414083.14285713,1385965.272675438,6,10,42
Kentucky,2020-10-18,100459116,52216444.0,103854518.0,42993936.0,148929025.7142857,3456746.867691506,6,10,42
Louisiana,2020-10-18,104986484,100459116.0,50287285.0,85645824.0,156743197.0,6503707.2817330565,6,10,42
Maine,2020-10-18,28172232,104986484.0,408146193.0,60246781.0,102461202.57142857,759412.5816014225,6,10,42
Maryland,2020-10-18,94137274,28172232.0,78326190.0,246736838.0,104719928.85714285,2854553.52870853,6,10,42
Massachusetts,2020-10-18,104434742,94137274.0,223960846.0,65409369.0,87644771.14285715,3557992.224307479,6,10,42
Michigan,2020-10-18,169329452,104434742.0,129107106.0,16674281.0,93390820.57142857,4411690.656101681,6,10,42
Illinois,2020-10-18,182486649,169329452.0,52216444.0,14269881.0,112000849.85714285,4895285.808372123,6,10,42
Wisconsin,2020-10-18,91154751,182486649.0,100459116.0,111258894.0,110671654.85714285,2690994.1800273624,6,10,42
West Virginia,2020-10-18,41723665,91154751.0,104986484.0,151088439.0,101634109.28571428,2116555.1460013404,6,10,42
Washington,2020-10-18,106590824,41723665.0,28172232.0,537675846.0,112836765.28571428,6108789.964267195,6,10,42
Tennessee,2020-10-25,149058215,106590824.0,94137274.0,49473221.0,120682614.0,6372378.232354277,6,10,43
Maine,2020-10-25,26759991,149058215.0,104434742.0,10964926.0,109586221.0,950987.0936836698,6,10,43
Maryland,2020-10-25,94352307,26759991.0,169329452.0,35869570.0,98875200.28571428,2494404.5883713504,6,10,43
Massachusetts,2020-10-25,103649446,94352307.0,182486649.0,163050882.0,87612742.71428572,2878079.9884118214,6,10,43
Michigan,2020-10-25,169076115,103649446.0,91154751.0,209727400.0,98744366.14285715,3820633.0861850944,6,10,43
Minnesota,2020-10-25,88195717,169076115.0,41723665.0,114326214.0,105383230.71428572,2252950.404152804,6,10,43
Texas,2020-10-25,517086067,88195717.0,106590824.0,66751333.0,164025408.2857143,14980745.785662314,6,10,43
Mississippi,2020-10-25,76949399,517086067.0,149058215.0,91361911.0,153724148.85714287,3658941.257597042,6,10,43
Louisiana,2020-10-25,103272852,76949399.0,26759991.0,13060879.0,164654557.57142857,5792620.734515818,6,10,43
Missouri,2020-10-25,110115923,103272852.0,94352307.0,122464550.0,166906502.7142857,2982238.1142940684,6,10,43
New Hampshire,2020-10-25,31626288,110115923.0,103649446.0,130530706.0,156617480.14285713,757733.7423308024,6,10,43
New Mexico,2020-10-25,40888289,31626288.0,169076115.0,64996749.0,138304933.57142857,891671.8015504638,6,10,43
New York,2020-10-25,247228483,40888289.0,88195717.0,535362222.0,161023900.14285713,8453404.339066876,6,10,43
North Carolina,2020-10-25,207366035,247228483.0,517086067.0,103854518.0,116778181.28571428,4827088.8650027495,6,10,43
Ohio,2020-10-25,212195348,207366035.0,76949399.0,50287285.0,136099031.14285713,6258191.514345538,6,10,43
Oklahoma,2020-10-25,80946232,212195348.0,103272852.0,408146193.0,132909514.0,2917705.4822515743,6,10,43
Oregon,2020-10-25,64629347,80946232.0,110115923.0,78326190.0,126411431.71428572,2726379.5267317505,6,10,43
Pennsylvania,2020-10-25,207682355,64629347.0,31626288.0,223960846.0,151562298.42857143,5710508.708981384,6,10,43
Nebraska,2020-10-25,34697054,207682355.0,40888289.0,129107106.0,150677836.2857143,732517.2635306909,6,10,43
Rhode Island,2020-10-25,14485540,34697054.0,247228483.0,52216444.0,117428844.42857143,519220.91495445056,6,10,43
Kentucky,2020-10-25,99021954,14485540.0,207366035.0,100459116.0,101951118.57142857,3576458.341493665,6,10,43
Iowa,2020-10-25,64181269,99021954.0,212195348.0,104986484.0,80806250.14285715,1559969.3667921496,6,10,43
South Dakota,2020-10-25,15660179,64181269.0,80946232.0,28172232.0,71479671.14285715,676676.4783611244,6,10,43
Virginia,2020-10-25,165623748,15660179.0,64629347.0,94137274.0,85907442.71428572,4402199.991944465,6,10,43
Washington,2020-10-25,104835484,165623748.0,207682355.0,104434742.0,71215032.57142857,4266372.934387685,6,10,43
West Virginia,2020-10-25,41389497,104835484.0,34697054.0,169329452.0,72171095.85714285,2127820.7170851324,6,10,43
Wisconsin,2020-10-25,87616975,41389497.0,14485540.0,182486649.0,82618443.71428572,2221740.3556189826,6,10,43
Wyoming,2020-10-25,12396055,87616975.0,99021954.0,91154751.0,70243315.28571428,606548.7837309288,6,10,43
Vermont,2020-10-25,10672287,12396055.0,64181269.0,41723665.0,62599175.0,273784.1549627024,6,10,43
Utah,2020-10-25,48951558,10672287.0,15660179.0,106590824.0,67355086.28571428,724699.6294043838,6,10,43
Kansas,2020-10-25,50123548,48951558.0,165623748.0,149058215.0,50855057.71428572,1206598.970448945,6,10,43
Alabama,2020-10-25,121301025,50123548.0,104835484.0,26759991.0,53207277.85714286,5021052.819891002,6,10,43
Arkansas,2020-10-25,62410736,121301025.0,41389497.0,94352307.0,56210312.0,2847172.651954062,6,10,43
California,2020-10-25,529163244,62410736.0,87616975.0,103649446.0,119288350.42857143,9994087.378716905,6,10,43
Colorado,2020-10-25,101886131,529163244.0,12396055.0,169076115.0,132072647.0,2612896.5224322355,6,10,43
Connecticut,2020-10-25,51161593,101886131.0,10672287.0,88195717.0,137856833.57142857,1620105.0464527428,6,10,43
Florida,2020-10-25,404464567,51161593.0,48951558.0,517086067.0,188644406.2857143,6437491.53540564,6,10,43
Georgia,2020-10-25,224262383,404464567.0,50123548.0,76949399.0,213521382.7142857,7607260.498601907,6,10,43
Illinois,2020-10-25,176608690,224262383.0,121301025.0,103272852.0,221422477.7142857,4489121.496292437,6,10,43
Indiana,2020-10-25,127075613,176608690.0,62410736.0,110115923.0,230660317.2857143,3648703.080180153,6,10,43
Arizona,2020-10-25,125675792,127075613.0,529163244.0,31626288.0,173019252.7142857,2949560.785011853,6,10,43
South Carolina,2020-10-25,109199832,125675792.0,101886131.0,40888289.0,174064067.14285713,3820133.722351743,6,10,43
Nevada,2020-10-25,58891009,109199832.0,51161593.0,247228483.0,175168269.42857143,1520249.6208018914,6,10,43
Wisconsin,2020-11-01,88525014,58891009.0,404464567.0,207366035.0,130034047.57142857,2519141.880401137,6,11,44
Minnesota,2020-11-01,90227674,88525014.0,224262383.0,212195348.0,110886232.0,2306236.153220337,6,11,44
Michigan,2020-11-01,169836316,90227674.0,176608690.0,80946232.0,109918750.0,3967217.162216054,6,11,44
Massachusetts,2020-11-01,101437846,169836316.0,127075613.0,64629347.0,106256211.85714285,3098640.3815030423,6,11,44
Maryland,2020-11-01,92795122,101437846.0,125675792.0,207682355.0,101558973.28571428,2776721.6523782318,6,11,44
Maine,2020-11-01,26208036,92795122.0,109199832.0,34697054.0,89703002.42857143,1141297.7625243964,6,11,44
Louisiana,2020-11-01,104994962,26208036.0,58891009.0,14485540.0,96289281.42857143,5305391.418337129,6,11,44
Kentucky,2020-11-01,97721872,104994962.0,88525014.0,99021954.0,97603118.28571428,3280010.4703718936,6,11,44
Kansas,2020-11-01,49731547,97721872.0,90227674.0,64181269.0,91817957.28571428,1555325.056860334,6,11,44
Wyoming,2020-11-01,12429956,49731547.0,169836316.0,15660179.0,69331334.42857143,717594.4527550387,6,11,44
Indiana,2020-11-01,126201511,12429956.0,101437846.0,165623748.0,72869000.85714285,3739585.139976463,6,11,44
Illinois,2020-11-01,179673232,126201511.0,92795122.0,104835484.0,85280159.42857143,4597744.972569978,6,11,44
Georgia,2020-11-01,222344499,179673232.0,26208036.0,41389497.0,113299654.14285715,6457717.86058509,6,11,44
Florida,2020-11-01,418301136,222344499.0,104994962.0,87616975.0,158057679.0,5738876.063869568,6,11,44
Connecticut,2020-11-01,49676493,418301136.0,97721872.0,12396055.0,151194053.42857143,1846322.641204067,6,11,44
Colorado,2020-11-01,97188916,49676493.0,49731547.0,10672287.0,157973677.57142857,4257243.860654202,6,11,44
California,2020-11-01,517917263,97188916.0,12429956.0,48951558.0,230186150.0,12137747.91071067,6,11,44
Arkansas,2020-11-01,61173665,517917263.0,126201511.0,50123548.0,220896457.7142857,2781632.84140002,6,11,44
Arizona,2020-11-01,123994824,61173665.0,179673232.0,121301025.0,212942399.42857143,3627523.9009935525,6,11,44
Alabama,2020-11-01,120522114,123994824.0,222344499.0,62410736.0,198396344.42857143,4843896.048543859,6,11,44
Mississippi,2020-11-01,75112491,120522114.0,418301136.0,529163244.0,149369395.14285713,3768945.7046068725,6,11,44
Missouri,2020-11-01,108363219,75112491.0,49676493.0,101886131.0,157753213.14285713,3557592.026078675,6,11,44
Iowa,2020-11-01,65694281,108363219.0,97188916.0,51161593.0,153253979.57142857,1644102.5556303693,6,11,44
Nevada,2020-11-01,57755197,65694281.0,517917263.0,404464567.0,87516541.57142857,1743715.8114068506,6,11,44
West Virginia,2020-11-01,40916621,57755197.0,61173665.0,224262383.0,84622678.14285715,1685008.966047817,6,11,44
Nebraska,2020-11-01,34888718,40916621.0,123994824.0,176608690.0,71893234.42857143,861799.5363446414,6,11,44
Virginia,2020-11-01,165112481,34888718.0,120522114.0,127075613.0,78263286.85714285,4280955.118891443,6,11,44
Vermont,2020-11-01,10550546,165112481.0,75112491.0,125675792.0,69040151.85714285,310842.97735378164,6,11,44
Utah,2020-11-01,47922674,10550546.0,108363219.0,109199832.0,60405788.28571428,1062376.1637879824,6,11,44
Texas,2020-11-01,499850544,47922674.0,65694281.0,58891009.0,122428111.57142857,20965093.8475681,6,11,44
Tennessee,2020-11-01,146919256,499850544.0,57755197.0,88525014.0,135165834.2857143,5385229.36089378,6,11,44
South Dakota,2020-11-01,15798141,146919256.0,40916621.0,90227674.0,131577480.0,759940.1082099953,6,11,44
South Carolina,2020-11-01,108607871,15798141.0,34888718.0,169836316.0,142108787.57142857,3551713.4659421314,6,11,44
Washington,2020-11-01,108548730,108607871.0,165112481.0,101437846.0,134028251.71428572,2825909.2205745736,6,11,44
Rhode Island,2020-11-01,14239757,108548730.0,10550546.0,92795122.0,134555281.85714287,519320.78755840135,6,11,44
New Mexico,2020-11-01,39125374,14239757.0,47922674.0,26208036.0,133298524.71428572,1528871.137900517,6,11,44
North Carolina,2020-11-01,206272025,39125374.0,499850544.0,104994962.0,91358736.28571428,4862129.876242515,6,11,44
Ohio,2020-11-01,212163692,206272025.0,146919256.0,97721872.0,100679370.0,6519305.065077962,6,11,44
Oklahoma,2020-11-01,81182720,212163692.0,15798141.0,49731547.0,110020024.14285715,3204323.6977123767,6,11,44
New York,2020-11-01,242029203,81182720.0,108607871.0,12429956.0,129080214.42857143,9075362.521682229,6,11,44
Oregon,2020-11-01,65902983,242029203.0,108548730.0,126201511.0,122987964.85714285,2124644.564264054,6,11,44
Pennsylvania,2020-11-01,205040628,65902983.0,14239757.0,179673232.0,150245232.14285713,5761186.4491784815,6,11,44
New Hampshire,2020-11-01,31051552,205040628.0,39125374.0,222344499.0,149091829.0,906844.4662181875,6,11,44
New Hampshire,2020-11-08,32060542,31051552.0,206272025.0,418301136.0,124204474.28571428,862945.0542918091,6,11,45
Pennsylvania,2020-11-08,212199643,32060542.0,212163692.0,49676493.0,124209610.14285715,5219355.7679285435,6,11,45
New Mexico,2020-11-08,40897367,212199643.0,81182720.0,97188916.0,118454559.71428572,1493232.7607705197,6,11,45
New York,2020-11-08,256085339,40897367.0,242029203.0,517917263.0,120462579.14285715,8883422.593479732,6,11,45
North Carolina,2020-11-08,205375020,256085339.0,65902983.0,61173665.0,140387155.85714287,5300561.4750945475,6,11,45
Ohio,2020-11-08,214492819,205375020.0,205040628.0,123994824.0,141737468.85714287,6276959.472301236,6,11,45
Oklahoma,2020-11-08,86781884,214492819.0,31051552.0,120522114.0,149698944.85714287,2998709.2398139164,6,11,45
Oregon,2020-11-08,67079892,86781884.0,32060542.0,75112491.0,154701709.14285713,2125385.4009122853,6,11,45
Rhode Island,2020-11-08,15522272,67079892.0,212199643.0,108363219.0,126604941.85714285,586787.0228381259,6,11,45
Texas,2020-11-08,515400732,15522272.0,40897367.0,65694281.0,194391136.85714287,20760560.754236553,6,11,45
South Dakota,2020-11-08,16533416,515400732.0,256085339.0,57755197.0,160169433.57142857,574337.9746544926,6,11,45
Tennessee,2020-11-08,150118207,16533416.0,205375020.0,40916621.0,152275603.14285713,3864787.7432833486,6,11,45
Nevada,2020-11-08,60594594,150118207.0,214492819.0,34888718.0,130290142.42857143,1613669.0641238077,6,11,45
Utah,2020-11-08,48714455,60594594.0,86781884.0,165112481.0,124851938.28571428,928741.6462361632,6,11,45
Vermont,2020-11-08,10915170,48714455.0,67079892.0,10550546.0,116828406.57142857,311356.84681188525,6,11,45
Virginia,2020-11-08,167596233,10915170.0,15522272.0,47922674.0,138553258.14285713,4272674.440040901,6,11,45
Washington,2020-11-08,108425959,167596233.0,515400732.0,499850544.0,80414004.85714285,2596033.4396989425,6,11,45
West Virginia,2020-11-08,43413285,108425959.0,16533416.0,146919256.0,84253986.14285715,1649958.9908876703,6,11,45
Wisconsin,2020-11-08,92131295,43413285.0,150118207.0,15798141.0,75970141.57142857,2311352.8728995966,6,11,45
Wyoming,2020-11-08,13085742,92131295.0,60594594.0,108607871.0,69183162.71428572,601568.1927926415,6,11,45
South Carolina,2020-11-08,109323980,13085742.0,48714455.0,108548730.0,77841666.28571428,3765456.091882,6,11,45
Nebraska,2020-11-08,36671455,109323980.0,10915170.0,14239757.0,81521135.57142857,840153.6542651458,6,11,45
Michigan,2020-11-08,170455154,36671455.0,167596233.0,39125374.0,81929552.85714285,3543024.4086973495,6,11,45
Mississippi,2020-11-08,78938981,170455154.0,108425959.0,206272025.0,77717127.42857143,3094966.7211411432,6,11,45
Missouri,2020-11-08,112621860,78938981.0,43413285.0,212163692.0,87604066.71428572,2847113.8470749375,6,11,45
Alabama,2020-11-08,120902500,112621860.0,92131295.0,81182720.0,91714238.85714285,4995889.0104053905,6,11,45
Arizona,2020-11-08,130904551,120902500.0,13085742.0,242029203.0,108545497.28571428,3670863.542148832,6,11,45
Arkansas,2020-11-08,63896293,130904551.0,109323980.0,65902983.0,102055827.71428572,2384523.788291594,6,11,45
California,2020-11-08,513811149,63896293.0,36671455.0,205040628.0,170218641.14285713,14241507.388002578,6,11,45
Connecticut,2020-11-08,53427773,513811149.0,170455154.0,31051552.0,153500443.85714287,1922022.2339768414,6,11,45
Florida,2020-11-08,402426821,53427773.0,78938981.0,32060542.0,199712992.42857143,5543297.31904784,6,11,45
Georgia,2020-11-08,220289341,402426821.0,112621860.0,212199643.0,215094061.14285713,6652211.34225285,6,11,45
Illinois,2020-11-08,183691948,220289341.0,120902500.0,40897367.0,224063982.2857143,4321071.619172801,6,11,45
Colorado,2020-11-08,104033043,183691948.0,130904551.0,256085339.0,220225195.42857143,3733035.4849259695,6,11,45
Iowa,2020-11-08,67146619,104033043.0,63896293.0,205375020.0,220689527.7142857,1491235.4094911702,6,11,45
Kansas,2020-11-08,52059074,67146619.0,513811149.0,214492819.0,154724945.57142857,1406114.3694274877,6,11,45
Kentucky,2020-11-08,99884015,52059074.0,53427773.0,86781884.0,161361551.57142857,2668022.762905421,6,11,45
Louisiana,2020-11-08,107041449,99884015.0,402426821.0,67079892.0,119163641.28571428,5270680.290988698,6,11,45
Maine,2020-11-08,26444945,107041449.0,220289341.0,15522272.0,91471584.71428572,1058385.8642141942,6,11,45
Maryland,2020-11-08,94532177,26444945.0,183691948.0,515400732.0,78734474.57142857,2534006.2531435033,6,11,45
Massachusetts,2020-11-08,106566022,94532177.0,104033043.0,16533416.0,79096328.71428572,2842187.526833999,6,11,45
Indiana,2020-11-08,128086368,106566022.0,67146619.0,150118207.0,87802007.14285715,3083929.113476736,6,11,45
Minnesota,2020-11-08,92381903,128086368.0,52059074.0,60594594.0,93562411.28571428,1859096.133933081,6,11,45
Kentucky,2020-11-15,101550362,92381903.0,99884015.0,48714455.0,93800460.85714285,2565629.687525033,6,11,46
Maine,2020-11-15,27075404,101550362.0,107041449.0,10915170.0,82376740.14285715,902625.7639718979,6,11,46
Maryland,2020-11-15,95314038,27075404.0,26444945.0,167596233.0,92215182.0,2065663.7052461684,6,11,46
Mississippi,2020-11-15,76427039,95314038.0,94532177.0,108425959.0,89628733.71428572,3230616.5828140536,6,11,46
Michigan,2020-11-15,175140544,76427039.0,106566022.0,43413285.0,99425094.0,2440536.7911195257,6,11,46
Minnesota,2020-11-15,90527955,175140544.0,128086368.0,92131295.0,94059606.42857143,1537386.4236193185,6,11,46
Kansas,2020-11-15,50940709,90527955.0,92381903.0,13085742.0,88139435.85714285,1375451.6840189146,6,11,46
Massachusetts,2020-11-15,105674941,50940709.0,101550362.0,109323980.0,88728661.42857143,2436612.658080797,6,11,46
Iowa,2020-11-15,65557144,105674941.0,27075404.0,36671455.0,94226052.85714285,1513395.5214002016,6,11,46
Arizona,2020-11-15,123016313,65557144.0,95314038.0,170455154.0,98183520.71428572,4339980.313458254,6,11,46
Illinois,2020-11-15,184675766,123016313.0,76427039.0,78938981.0,113647624.57142857,4347264.051849542,6,11,46
Georgia,2020-11-15,219240355,184675766.0,175140544.0,112621860.0,119947597.57142857,6246931.16432052,6,11,46
Florida,2020-11-15,393181793,219240355.0,90527955.0,120902500.0,163183860.14285713,7557325.131549652,6,11,46
Connecticut,2020-11-15,51093363,393181793.0,50940709.0,130904551.0,163205667.85714287,1932255.8957721025,6,11,46
Colorado,2020-11-15,100429080,51093363.0,105674941.0,63896293.0,162456259.14285713,3559051.3154565548,6,11,46
California,2020-11-15,497866038,100429080.0,65557144.0,513811149.0,224214672.57142857,19269469.95444185,6,11,46
Arkansas,2020-11-15,63680879,497866038.0,123016313.0,53427773.0,215738182.0,2404910.795596986,6,11,46
Missouri,2020-11-15,112293116,63680879.0,184675766.0,402426821.0,205397803.42857143,2657319.8238700465,6,11,46
Alabama,2020-11-15,117987142,112293116.0,219240355.0,220289341.0,190933058.7142857,5446778.5609912835,6,11,46
Indiana,2020-11-15,130455323,117987142.0,393181793.0,183691948.0,153400705.85714287,2294809.995221091,6,11,46
Nebraska,2020-11-15,35227912,130455323.0,51093363.0,104033043.0,151134212.85714287,815115.7200393282,6,11,46
Louisiana,2020-11-15,103533351,35227912.0,100429080.0,67146619.0,151577680.14285713,5520462.85516892,6,11,46
New Hampshire,2020-11-15,32130985,103533351.0,497866038.0,52059074.0,85044101.14285715,685314.4435674903,6,11,46
Nevada,2020-11-15,58025126,32130985.0,63680879.0,99884015.0,84236136.42857143,1730272.5671841195,6,11,46
Wisconsin,2020-11-15,91348926,58025126.0,112293116.0,107041449.0,81244109.28571428,1946360.1629311522,6,11,46
West Virginia,2020-11-15,42156657,91348926.0,117987142.0,26444945.0,70411182.85714285,1668255.4473169954,6,11,46
Washington,2020-11-15,107706417,42156657.0,130455323.0,94532177.0,67161339.14285715,2620083.889594211,6,11,46
Virginia,2020-11-15,163694977,107706417.0,35227912.0,106566022.0,85513777.0,4542181.141810811,6,11,46
Vermont,2020-11-15,10771670,163694977.0,103533351.0,128086368.0,72262108.28571428,292948.3978029334,6,11,46
Utah,2020-11-15,47258153,10771670.0,32130985.0,92381903.0,74423132.28571428,1081309.9266531416,6,11,46
Texas,2020-11-15,515212246,47258153.0,58025126.0,101550362.0,139735578.0,21382236.730753563,6,11,46
Tennessee,2020-11-15,149010433,515212246.0,91348926.0,27075404.0,147972936.14285713,3914064.2914843475,6,11,46
Wyoming,2020-11-15,12346349,149010433.0,42156657.0,95314038.0,143714320.7142857,619126.0621165523,6,11,46
South Carolina,2020-11-15,107385644,12346349.0,107706417.0,76427039.0,143668496.0,4065667.5385406367,6,11,46
South Dakota,2020-11-15,16589583,107385644.0,163694977.0,175140544.0,122653439.71428572,463115.4781242227,6,11,46
New York,2020-11-15,252229856,16589583.0,10771670.0,90527955.0,157147466.2857143,8032909.156538685,6,11,46
North Carolina,2020-11-15,202009933,252229856.0,47258153.0,50940709.0,179254863.42857143,5877022.42061574,6,11,46
Ohio,2020-11-15,219089701,202009933.0,515212246.0,105674941.0,136951642.7142857,5662505.558301404,6,11,46
New Mexico,2020-11-15,41802323,219089701.0,149010433.0,65557144.0,121636198.42857143,1494418.2372443278,6,11,46
Oregon,2020-11-15,64517128,41802323.0,12346349.0,123016313.0,129089166.85714285,2309658.6117678075,6,11,46
Pennsylvania,2020-11-15,212590605,64517128.0,107385644.0,184675766.0,144118447.0,4886183.451328968,6,11,46
Rhode Island,2020-11-15,14661992,212590605.0,16589583.0,219240355.0,143843076.85714287,575824.0175268848,6,11,46
Oklahoma,2020-11-15,83683257,14661992.0,252229856.0,393181793.0,119764991.28571428,3047542.6546488036,6,11,46
Kansas,2020-11-22,52763618,83683257.0,202009933.0,51093363.0,98444089.14285715,1386721.280248294,6,11,47
Massachusetts,2020-11-22,106618339,52763618.0,219089701.0,100429080.0,82376751.71428572,1963966.9017619411,6,11,47
Maryland,2020-11-22,98100247,106618339.0,41802323.0,497866038.0,90419312.28571428,1858174.331746988,6,11,47
Maine,2020-11-22,26885825,98100247.0,64517128.0,63680879.0,85043411.85714285,820864.5427084457,6,11,47
Louisiana,2020-11-22,107565398,26885825.0,212590605.0,112293116.0,70039810.85714285,3663420.1607138785,6,11,47
Kentucky,2020-11-22,103523877,107565398.0,14661992.0,117987142.0,82734365.85714285,1875734.0846923706,6,11,47
Michigan,2020-11-22,175298866,103523877.0,83683257.0,130455323.0,95822310.0,2857732.03177967,6,11,47
Florida,2020-11-22,428095160,175298866.0,52763618.0,35227912.0,149441101.7142857,11298784.160666404,6,11,47
Indiana,2020-11-22,133432690,428095160.0,106618339.0,103533351.0,153271723.2857143,2528711.561132023,6,11,47
Illinois,2020-11-22,190376093,133432690.0,98100247.0,32130985.0,166453987.0,4976212.208991284,6,11,47
Georgia,2020-11-22,229627656,190376093.0,26885825.0,58025126.0,195417105.7142857,3864386.126450549,6,11,47
Connecticut,2020-11-22,53017864,229627656.0,107565398.0,91348926.0,187624600.85714287,1453914.7349765936,6,11,47
Colorado,2020-11-22,104943497,53017864.0,103523877.0,42156657.0,187827403.7142857,3374453.101289781,6,11,47
California,2020-11-22,521507022,104943497.0,175298866.0,107706417.0,237285711.7142857,15007908.227901965,6,11,47
Arkansas,2020-11-22,64469135,521507022.0,428095160.0,163694977.0,185339136.7142857,1891709.546300985,6,11,47
Minnesota,2020-11-22,94588919,64469135.0,133432690.0,10771670.0,179790026.57142857,2053846.0783545393,6,11,47
Iowa,2020-11-22,67064477,94588919.0,190376093.0,47258153.0,162174081.42857143,1513066.133014554,6,11,47
Mississippi,2020-11-22,78777516,67064477.0,229627656.0,515212246.0,140624061.42857143,2297477.2630223297,6,11,47
Vermont,2020-11-22,10874180,78777516.0,53017864.0,149010433.0,134603535.14285713,204071.9939556116,6,11,47
Nebraska,2020-11-22,37326193,10874180.0,104943497.0,12346349.0,124943920.28571428,1015246.6672646053,6,11,47
Virginia,2020-11-22,168158835,37326193.0,521507022.0,107385644.0,74465607.85714285,2428624.1320103826,6,11,47
Washington,2020-11-22,112227700,168158835.0,64469135.0,16589583.0,81288260.0,2461235.9696003655,6,11,47
Utah,2020-11-22,49897854,112227700.0,94588919.0,252229856.0,74903822.14285715,956831.2063376082,6,11,47
Texas,2020-11-22,539488248,49897854.0,67064477.0,202009933.0,142392932.2857143,18461363.32764067,6,11,47
Tennessee,2020-11-22,152893006,539488248.0,78777516.0,219089701.0,152980859.42857143,2060198.58368959,6,11,47
South Dakota,2020-11-22,16721167,152893006.0,10874180.0,41802323.0,153816143.2857143,473926.91366641095,6,11,47
South Carolina,2020-11-22,111742859,16721167.0,37326193.0,64517128.0,164447095.57142857,2705248.3928579534,6,11,47
Missouri,2020-11-22,115585928,111742859.0,168158835.0,212590605.0,156936680.2857143,2709235.17444223,6,11,47
Rhode Island,2020-11-22,14731990,115585928.0,112227700.0,14661992.0,143008721.7142857,438390.9392831507,6,11,47
Oklahoma,2020-11-22,85284485,14731990.0,49897854.0,83683257.0,148063954.7142857,2673184.451483351,6,11,47
Ohio,2020-11-22,222840501,85284485.0,539488248.0,52763618.0,102828562.28571428,4439241.866796636,6,11,47
North Carolina,2020-11-22,210278428,222840501.0,152893006.0,106618339.0,111026479.71428572,3918357.8735407996,6,11,47
New York,2020-11-22,257463053,210278428.0,16721167.0,98100247.0,145418177.7142857,6657289.104544005,6,11,47
New Mexico,2020-11-22,41377705,257463053.0,111742859.0,26885825.0,135366012.85714287,1456789.2225554371,6,11,47
New Hampshire,2020-11-22,32459420,41377705.0,115585928.0,107565398.0,123490797.42857143,613221.6451463769,6,11,47
Nevada,2020-11-22,58341572,32459420.0,14731990.0,103523877.0,129720737.71428572,1600360.9510881547,6,11,47
Pennsylvania,2020-11-22,218627512,58341572.0,85284485.0,175298866.0,148769741.57142857,4586795.947034254,6,11,47
Oregon,2020-11-22,66592957,218627512.0,222840501.0,428095160.0,126448663.85714285,1496277.1913920771,6,11,47
Wyoming,2020-11-22,12776668,66592957.0,210278428.0,133432690.0,98234126.71428572,490108.88953228464,6,11,47
West Virginia,2020-11-22,41861134,12776668.0,257463053.0,190376093.0,67433852.57142857,1272230.7960198976,6,11,47
Wisconsin,2020-11-22,94058186,41861134.0,41377705.0,229627656.0,74959635.57142857,2333394.703456239,6,11,47
