State,Date,Total,lag_1,lag_7,lag_30,rolling_mean_7,rolling_std_7,dayofweek,month,week
Pennsylvania,2019-11-17,202076105,14151732.0,198142592.0,51251705.0,,6403718.082606531,6,11,46
Oregon,2019-11-17,61015742,202076105.0,188606221.0,95171405.0,,1431219.6048428845,6,11,46
New Mexico,2019-11-17,37154366,61015742.0,245240120.0,497063952.0,,1544107.4660760846,6,11,46
Ohio,2019-11-17,200628466,37154366.0,37278450.0,59494648.0,,8303962.018083767,6,11,46
North Carolina,2019-11-17,187088913,200628466.0,29727550.0,120785283.0,,9951130.795694357,6,11,46
New York,2019-11-17,239914025,187088913.0,56627804.0,84657735.0,,8921361.255271522,6,11,46
Oklahoma,2019-11-17,78375343,239914025.0,14151732.0,172375681.0,143750422.85714287,3024879.465076468,6,11,46
Rhode Island,2019-11-17,13802172,78375343.0,202076105.0,38349706.0,116854146.71428572,535238.2205905633,6,11,46
Texas,2019-11-17,478104629,13802172.0,61015742.0,12021378.0,176438273.42857143,23665136.295067597,6,11,46
South Dakota,2019-11-17,16008107,478104629.0,37154366.0,17193457.0,173417379.2857143,370327.6901333146,6,11,46
Tennessee,2019-11-17,135190491,16008107.0,200628466.0,102978285.0,164069097.14285713,7550984.9190437365,6,11,46
Utah,2019-11-17,46091047,135190491.0,187088913.0,102493531.0,143926544.85714287,1161181.7349869416,6,11,46
Vermont,2019-11-17,9824944,46091047.0,239914025.0,155391291.0,111056676.14285715,346743.9014819904,6,11,46
Virginia,2019-11-17,151880467,9824944.0,78375343.0,9914387.0,121557408.14285715,7338018.663729204,6,11,46
Washington,2019-11-17,103838635,151880467.0,13802172.0,44258186.0,134419760.0,2036222.7203830015,6,11,46
West Virginia,2019-11-17,38165784,103838635.0,478104629.0,483320679.0,71571353.57142857,2718003.2705603163,6,11,46
New Hampshire,2019-11-17,29354792,38165784.0,16008107.0,136324595.0,73478022.85714285,610657.6700522306,6,11,46
South Carolina,2019-11-17,98576580,29354792.0,135190491.0,15098715.0,68247464.14285715,5698200.407458649,6,11,46
Nevada,2019-11-17,55198522,98576580.0,46091047.0,101041837.0,69548532.0,1526763.734394062,6,11,46
Kansas,2019-11-17,48710294,55198522.0,9824944.0,40368204.0,75103582.0,873429.0645564762,6,11,46
Missouri,2019-11-17,104244425,48710294.0,151880467.0,200157093.0,68298433.14285715,3187232.846543205,6,11,46
Arizona,2019-11-17,116490977,104244425.0,103838635.0,61552925.0,70105910.57142857,2187473.883610422,6,11,46
Arkansas,2019-11-17,58265259,116490977.0,38165784.0,79735847.0,72977264.14285715,3568771.964288123,6,11,46
California,2019-11-17,486794359,58265259.0,29354792.0,198142592.0,138325773.7142857,7810857.641692213,6,11,46
Colorado,2019-11-17,94977961,486794359.0,98576580.0,188606221.0,137811685.2857143,2515073.240502885,6,11,46
Connecticut,2019-11-17,49800476,94977961.0,55198522.0,245240120.0,137040535.85714287,2099650.338344254,6,11,46
Florida,2019-11-17,388918011,49800476.0,48710294.0,37278450.0,185641638.2857143,4512815.004145146,6,11,46
Georgia,2019-11-17,201290193,388918011.0,104244425.0,29727550.0,199505319.42857143,12410738.872320676,6,11,46
Illinois,2019-11-17,175223243,201290193.0,116490977.0,56627804.0,207895643.14285713,4636023.58972054,6,11,46
Nebraska,2019-11-17,17020702,175223243.0,58265259.0,14151732.0,202003563.57142857,197735.8047941023,6,11,46
Indiana,2019-11-17,118206970,17020702.0,486794359.0,202076105.0,149348222.2857143,4265586.757632052,6,11,46
Kentucky,2019-11-17,92285214,118206970.0,94977961.0,61015742.0,148963544.14285713,5111156.227929275,6,11,46
Louisiana,2019-11-17,97123839,92285214.0,49800476.0,37154366.0,155724024.57142857,6251320.658199641,6,11,46
Maine,2019-11-17,25124019,97123839.0,388918011.0,200628466.0,103753454.28571428,893653.4246511955,6,11,46
Maryland,2019-11-17,90307205,25124019.0,201290193.0,187088913.0,87898741.71428572,3241881.470298692,6,11,46
Massachusetts,2019-11-17,101260431,90307205.0,175223243.0,239914025.0,77332625.71428572,1873546.3332553245,6,11,46
Michigan,2019-11-17,160513280,101260431.0,17020702.0,78375343.0,97831565.42857143,3909387.3060987,6,11,46
Minnesota,2019-11-17,88150642,160513280.0,118206970.0,13802172.0,93537804.28571428,1193695.1438745037,6,11,46
Mississippi,2019-11-17,36392273,88150642.0,92285214.0,478104629.0,85553098.42857143,2917913.677493128,6,11,46
Iowa,2019-11-17,64211461,36392273.0,97123839.0,16008107.0,80851330.14285715,724151.8882485913,6,11,46
Alabama,2019-11-17,109056410,64211461.0,25124019.0,135190491.0,92841671.71428572,7714871.734383121,6,11,46
Wyoming,2019-11-17,12048604,109056410.0,90307205.0,46091047.0,81661871.57142857,358059.88679116894,6,11,46
Wisconsin,2019-11-17,86704220,12048604.0,101260431.0,9824944.0,79582412.85714285,1183546.2064875797,6,11,46
West Virginia,2019-11-24,38850553,86704220.0,160513280.0,151880467.0,62202023.28571428,1521145.3029810004,6,11,47
Nebraska,2019-11-24,18010858,38850553.0,88150642.0,103838635.0,52182054.14285714,428954.78083298693,6,11,47
Nevada,2019-11-24,53734862,18010858.0,36392273.0,38165784.0,54659566.85714286,1027063.273356097,6,11,47
New Hampshire,2019-11-24,30142040,53734862.0,64211461.0,29354792.0,49792506.71428572,569974.0458127393,6,11,47
New Mexico,2019-11-24,37217286,30142040.0,109056410.0,98576580.0,39529774.71428572,1000700.2150032857,6,11,47
New York,2019-11-24,249630625,37217286.0,12048604.0,55198522.0,73470063.42857143,6819682.074350423,6,11,47
North Carolina,2019-11-24,188661091,249630625.0,86704220.0,48710294.0,88035330.71428572,5362443.332363044,6,11,47
Ohio,2019-11-24,204767243,188661091.0,38850553.0,104244425.0,111737715.0,5011672.616460141,6,11,47
Oklahoma,2019-11-24,78566416,204767243.0,18010858.0,116490977.0,120388509.0,1440571.6175618072,6,11,47
Oregon,2019-11-24,60959599,78566416.0,53734862.0,58265259.0,121420614.28571428,962219.3525838656,6,11,47
Pennsylvania,2019-11-24,205134229,60959599.0,30142040.0,486794359.0,146419498.42857143,4303638.371016704,6,11,47
Rhode Island,2019-11-24,14064840,205134229.0,37217286.0,94977961.0,143112006.14285713,342332.47544490773,6,11,47
South Carolina,2019-11-24,100831193,14064840.0,249630625.0,49800476.0,121854944.42857143,3166721.3691179384,6,11,47
South Dakota,2019-11-24,15467801,100831193.0,188661091.0,388918011.0,97113045.85714285,368982.2715282443,6,11,47
Tennessee,2019-11-24,139393955,15467801.0,204767243.0,201290193.0,87774004.71428572,3378742.7928994214,6,11,47
Texas,2019-11-24,490235899,139393955.0,78566416.0,175223243.0,146583930.85714287,12324707.086099483,6,11,47
Utah,2019-11-24,46655269,490235899.0,60959599.0,17020702.0,144540455.14285713,1270948.4625133867,6,11,47
Vermont,2019-11-24,10234926,46655269.0,205134229.0,118206970.0,116697697.57142857,258788.83134507996,6,11,47
Virginia,2019-11-24,154500701,10234926.0,14064840.0,92285214.0,136759963.42857143,3567739.060991172,6,11,47
Missouri,2019-11-24,106955334,154500701.0,100831193.0,97123839.0,137634840.7142857,1585108.7196777943,6,11,47
Mississippi,2019-11-24,38443750,106955334.0,15467801.0,25124019.0,140917119.14285713,1838066.0305279067,6,11,47
Minnesota,2019-11-24,88882997,38443750.0,139393955.0,90307205.0,133701268.0,1580793.783520572,6,11,47
Michigan,2019-11-24,165476023,88882997.0,490235899.0,101260431.0,87307000.0,4265758.294126171,6,11,47
Wisconsin,2019-11-24,88143657,165476023.0,46655269.0,160513280.0,93233912.57142857,1448433.4111313578,6,11,47
Alabama,2019-11-24,113040422,88143657.0,10234926.0,88150642.0,107920412.0,5062777.14407613,6,11,47
Arizona,2019-11-24,114640798,113040422.0,154500701.0,36392273.0,102226140.14285715,2046829.2743892802,6,11,47
Arkansas,2019-11-24,59690104,114640798.0,106955334.0,64211461.0,95473964.42857143,1974731.9976112996,6,11,47
California,2019-11-24,477240955,59690104.0,38443750.0,109056410.0,158159279.42857143,9937910.16001463,6,11,47
Colorado,2019-11-24,95674566,477240955.0,88882997.0,12048604.0,159129503.57142857,1631896.7529259853,6,11,47
Connecticut,2019-11-24,51528058,95674566.0,165476023.0,86704220.0,142851222.85714287,1473161.0435099197,6,11,47
Florida,2019-11-24,382545144,51528058.0,88143657.0,38850553.0,184908578.14285713,3179217.614740682,6,11,47
Wyoming,2019-11-24,11965099,382545144.0,113040422.0,18010858.0,170469246.2857143,202189.2289207592,6,11,47
Georgia,2019-11-24,208396414,11965099.0,114640798.0,53734862.0,183862905.7142857,7332465.410103175,6,11,47
Indiana,2019-11-24,122410437,208396414.0,59690104.0,30142040.0,192822953.2857143,2955705.615056286,6,11,47
Iowa,2019-11-24,62835744,122410437.0,477240955.0,37217286.0,133622208.85714285,697243.4953775714,6,11,47
Kansas,2019-11-24,50469567,62835744.0,95674566.0,249630625.0,127164351.85714285,919693.2748929067,6,11,47
Kentucky,2019-11-24,95351247,50469567.0,51528058.0,188661091.0,133424807.42857143,2251798.392312519,6,11,47
Louisiana,2019-11-24,98028446,95351247.0,382545144.0,204767243.0,92779564.85714285,4682087.515155105,6,11,47
Maine,2019-11-24,25092646,98028446.0,11965099.0,78566416.0,94654928.71428572,805236.162335386,6,11,47
Maryland,2019-11-24,93588028,25092646.0,208396414.0,60959599.0,78253730.71428572,2304452.300017203,6,11,47
Massachusetts,2019-11-24,100546660,93588028.0,122410437.0,205134229.0,75130334.0,1625080.4809665943,6,11,47
Illinois,2019-11-24,177531816,100546660.0,62835744.0,14064840.0,91515487.14285715,3880580.1605164576,6,11,47
Washington,2019-11-24,103657674,177531816.0,50469567.0,100831193.0,99113788.14285715,1649972.710574575,6,11,47
Alabama,2019-12-01,109574036,103657674.0,95351247.0,15467801.0,101145615.14285715,2497733.1803716966,6,12,48
Pennsylvania,2019-12-01,197064569,109574036.0,98028446.0,139393955.0,115293632.71428572,3310405.9766208585,6,12,48
New Hampshire,2019-12-01,30014723,197064569.0,25092646.0,490235899.0,115996786.57142857,409628.85721769737,6,12,48
New Mexico,2019-12-01,34731555,30014723.0,93588028.0,46655269.0,107588719.0,1021078.5703197839,6,12,48
North Carolina,2019-12-01,182341458,34731555.0,100546660.0,10234926.0,119273690.14285715,3200862.4179101204,6,12,48
Ohio,2019-12-01,194452564,182341458.0,177531816.0,154500701.0,121690939.85714285,3347859.672258961,6,12,48
Oklahoma,2019-12-01,77743070,194452564.0,103657674.0,106955334.0,117988853.57142857,1186789.7771000464,6,12,48
Oregon,2019-12-01,58257574,77743070.0,109574036.0,38443750.0,110657930.42857143,1154415.8017799784,6,12,48
Rhode Island,2019-12-01,13851887,58257574.0,197064569.0,88882997.0,84484690.14285715,342322.3413181963,6,12,48
South Carolina,2019-12-01,97713917,13851887.0,30014723.0,165476023.0,94156003.57142857,1857468.0873890086,6,12,48
Nevada,2019-12-01,51173890,97713917.0,34731555.0,88143657.0,96504908.57142857,1808880.8582239272,6,12,48
South Dakota,2019-12-01,14701327,51173890.0,182341458.0,113040422.0,72556318.42857143,453682.28012233385,6,12,48
Texas,2019-12-01,472848726,14701327.0,194452564.0,114640798.0,112327198.71428572,5419291.296443874,6,12,48
Utah,2019-12-01,42799316,472848726.0,77743070.0,59690104.0,107335233.85714285,1504845.3680504847,6,12,48
Vermont,2019-12-01,10140664,42799316.0,58257574.0,477240955.0,100461389.57142857,174885.0261452058,6,12,48
Virginia,2019-12-01,153170304,10140664.0,13851887.0,95674566.0,120364020.57142857,2085369.3833605442,6,12,48
Washington,2019-12-01,100959342,153170304.0,97713917.0,51528058.0,120827652.71428572,1522637.9117484172,6,12,48
West Virginia,2019-12-01,38228550,100959342.0,51173890.0,382545144.0,118978318.42857143,887234.8366300907,6,12,48
Wisconsin,2019-12-01,84291416,38228550.0,14701327.0,11965099.0,128919759.71428572,1461775.0234793779,6,12,48
Wyoming,2019-12-01,11479225,84291416.0,472848726.0,208396414.0,63009831.0,299876.57622007653,6,12,48
Tennessee,2019-12-01,133945173,11479225.0,42799316.0,122410437.0,76030667.71428572,2305352.0040885787,6,12,48
Nebraska,2019-12-01,16673878,133945173.0,10140664.0,62835744.0,76963984.0,460874.46389651956,6,12,48
New York,2019-12-01,240815212,16673878.0,153170304.0,50469567.0,89484685.14285715,5145913.6070239665,6,12,48
Mississippi,2019-12-01,37637324,240815212.0,100959342.0,95351247.0,80438682.57142857,1033445.2881509195,6,12,48
Arizona,2019-12-01,109101595,37637324.0,38228550.0,98028446.0,90563403.28571428,3439998.4195491476,6,12,48
Arkansas,2019-12-01,58049432,109101595.0,84291416.0,25092646.0,86814548.42857143,778863.0945328928,6,12,48
California,2019-12-01,444766891,58049432.0,11479225.0,93588028.0,148712786.42857143,19853359.894781664,6,12,48
Colorado,2019-12-01,89816716,444766891.0,133945173.0,100546660.0,142408721.14285713,2601439.6213516784,6,12,48
Connecticut,2019-12-01,49715400,89816716.0,16673878.0,177531816.0,147128938.57142857,1439290.888752943,6,12,48
Florida,2019-12-01,358112986,49715400.0,240815212.0,103657674.0,163885763.42857143,10984027.862686722,6,12,48
Missouri,2019-12-01,101366118,358112986.0,37637324.0,109574036.0,172989876.85714287,1878115.2006354646,6,12,48
Illinois,2019-12-01,167913697,101366118.0,109101595.0,197064569.0,181391605.7142857,3414123.568513845,6,12,48
Indiana,2019-12-01,117489219,167913697.0,58049432.0,30014723.0,189883003.85714287,1933178.8705478352,6,12,48
Iowa,2019-12-01,60702758,117489219.0,444766891.0,34731555.0,135016699.14285713,1079166.400546648,6,12,48
Georgia,2019-12-01,198967927,60702758.0,89816716.0,182341458.0,150609729.2857143,4464699.7027128665,6,12,48
Kentucky,2019-12-01,91340443,198967927.0,49715400.0,194452564.0,156556164.0,1419182.827443514,6,12,48
Louisiana,2019-12-01,94697655,91340443.0,358112986.0,77743070.0,118925402.42857143,2173782.9541141,6,12,48
Maine,2019-12-01,25031693,94697655.0,101366118.0,58257574.0,108020484.57142857,513470.4110585344,6,12,48
Maryland,2019-12-01,89261853,25031693.0,167913697.0,13851887.0,96784506.85714285,1817938.6642431838,6,12,48
Massachusetts,2019-12-01,98820411,89261853.0,117489219.0,97713917.0,94117534.28571428,1493210.6648355518,6,12,48
Michigan,2019-12-01,161601849,98820411.0,60702758.0,51173890.0,108531690.14285715,3064094.215870366,6,12,48
Kansas,2019-12-01,48255943,161601849.0,198967927.0,14701327.0,87001406.71428572,923133.4484119583,6,12,48
Minnesota,2019-12-01,85728575,48255943.0,91340443.0,472848726.0,86199711.28571428,1497265.963280055,6,12,48
Indiana,2019-12-08,116356931,85728575.0,94697655.0,42799316.0,89293893.57142857,2028815.0781737086,6,12,49
Iowa,2019-12-08,63074140,116356931.0,25031693.0,10140664.0,94728528.85714285,1094819.2060856218,6,12,49
Kansas,2019-12-08,48371114,63074140.0,89261853.0,153170304.0,88886994.71428572,926888.4047981394,6,12,49
Maine,2019-12-08,24713978,48371114.0,98820411.0,100959342.0,78300361.42857143,158481.23588494761,6,12,49
Louisiana,2019-12-08,96719430,24713978.0,161601849.0,38228550.0,69031444.42857143,1713439.1134730782,6,12,49
Illinois,2019-12-08,173166397,96719430.0,48255943.0,84291416.0,86875795.0,3439708.8914560345,6,12,49
Maryland,2019-12-08,87415041,173166397.0,85728575.0,11479225.0,87116718.71428572,2023159.4352625671,6,12,49
Kentucky,2019-12-08,92458439,87415041.0,116356931.0,133945173.0,83702648.42857143,1275977.1322194007,6,12,49
Georgia,2019-12-08,200151766,92458439.0,63074140.0,16673878.0,103285166.42857143,3175757.191478933,6,12,49
West Virginia,2019-12-08,39876563,200151766.0,48371114.0,240815212.0,102071659.14285715,968087.3276534318,6,12,49
Connecticut,2019-12-08,50434583,39876563.0,24713978.0,37637324.0,105746031.28571428,1182917.7165555283,6,12,49
Colorado,2019-12-08,92967545,50434583.0,96719430.0,109101595.0,105210047.71428572,2549542.994427415,6,12,49
California,2019-12-08,449865324,92967545.0,173166397.0,58049432.0,144738465.85714287,23495280.671232503,6,12,49
Arkansas,2019-12-08,59101265,449865324.0,87415041.0,444766891.0,140693640.7142857,763671.429350297,6,12,49
Arizona,2019-12-08,110405117,59101265.0,92458439.0,89816716.0,143257451.85714287,3888482.7999314903,6,12,49
Alabama,2019-12-08,108083724,110405117.0,200151766.0,49715400.0,130104874.42857143,1755735.0278223557,6,12,49
Wyoming,2019-12-08,11820203,108083724.0,39876563.0,358112986.0,126096823.0,218752.5077284252,6,12,49
Massachusetts,2019-12-08,98415703,11820203.0,50434583.0,101366118.0,132951268.71428572,1487669.4651600476,6,12,49
Florida,2019-12-08,369604455,98415703.0,92967545.0,167913697.0,172470827.2857143,11761665.601675741,6,12,49
Michigan,2019-12-08,160909877,369604455.0,449865324.0,117489219.0,131191477.71428572,3070447.919331143,6,12,49
Minnesota,2019-12-08,84846098,160909877.0,59101265.0,60702758.0,134869311.0,1633692.575124613,6,12,49
Mississippi,2019-12-08,36069396,84846098.0,110405117.0,198967927.0,124249922.28571428,980639.2706218829,6,12,49
Virginia,2019-12-08,155885205,36069396.0,108083724.0,91340443.0,131078705.28571428,2230741.407542395,6,12,49
Washington,2019-12-08,102506228,155885205.0,11820203.0,94697655.0,144033851.7142857,1527154.5747857227,6,12,49
Vermont,2019-12-08,10098783,102506228.0,98415703.0,25031693.0,131417148.85714285,179653.47168076716,6,12,49
Utah,2019-12-08,42990859,10098783.0,369604455.0,89261853.0,84758063.71428572,1613264.593766405,6,12,49
Texas,2019-12-08,471710635,42990859.0,160909877.0,98820411.0,129158172.0,6508300.474284811,6,12,49
Tennessee,2019-12-08,135426365,471710635.0,84846098.0,161601849.0,136383924.42857143,1828219.1009326002,6,12,49
South Dakota,2019-12-08,14563391,135426365.0,36069396.0,48255943.0,133311638.0,493085.2204884484,6,12,49
South Carolina,2019-12-08,99273973,14563391.0,155885205.0,85728575.0,125224319.14285715,1443346.4425894546,6,12,49
Rhode Island,2019-12-08,14346931,99273973.0,102506228.0,116356931.0,112630133.85714285,326209.22753393423,6,12,49
Pennsylvania,2019-12-08,195489102,14346931.0,10098783.0,63074140.0,139114465.14285713,3650215.76019927,6,12,49
Wisconsin,2019-12-08,85157244,195489102.0,42990859.0,48371114.0,145138234.42857143,1430985.7396848083,6,12,49
Oklahoma,2019-12-08,79333316,85157244.0,471710635.0,24713978.0,89084331.71428572,1250866.4469743809,6,12,49
Ohio,2019-12-08,196752183,79333316.0,135426365.0,96719430.0,97845162.85714285,3260804.2309645996,6,12,49
North Carolina,2019-12-08,190647025,196752183.0,14563391.0,173166397.0,122999967.71428572,2684536.077550069,6,12,49
New York,2019-12-08,240233769,190647025.0,99273973.0,87415041.0,143137081.42857143,4625263.271173114,6,12,49
New Mexico,2019-12-08,35952023,240233769.0,14346931.0,92458439.0,146223523.14285713,976640.6218935295,6,12,49
New Hampshire,2019-12-08,29272283,35952023.0,195489102.0,200151766.0,122478263.28571428,424778.43268770113,6,12,49
Nevada,2019-12-08,51787525,29272283.0,85157244.0,39876563.0,117711160.57142857,2069453.2135236152,6,12,49
Missouri,2019-12-08,101956161,51787525.0,79333316.0,50434583.0,120942995.57142857,1892793.1258442663,6,12,49
Nebraska,2019-12-08,16976908,101956161.0,196752183.0,92967545.0,95260813.42857143,462066.3411032781,6,12,49
Oregon,2019-12-08,59857038,16976908.0,190647025.0,449865324.0,76576529.57142857,1132672.960491215,6,12,49
Kansas,2019-12-15,49474512,59857038.0,240233769.0,59101265.0,49325207.14285714,958422.2436834609,6,12,50
Kentucky,2019-12-15,92535178,49474512.0,35952023.0,110405117.0,57408515.0,1231206.6191275208,6,12,50
Massachusetts,2019-12-15,101028461,92535178.0,29272283.0,108083724.0,67659397.57142857,1375368.5393814044,6,12,50
Maine,2019-12-15,25869599,101028461.0,51787525.0,11820203.0,63956836.71428572,385650.07976291655,6,12,50
Maryland,2019-12-15,90575816,25869599.0,101956161.0,98415703.0,62331073.14285714,2002880.5888297383,6,12,50
Louisiana,2019-12-15,96959218,90575816.0,16976908.0,369604455.0,73757117.42857143,1394764.8598378694,6,12,50
Iowa,2019-12-15,63146272,96959218.0,59857038.0,160909877.0,74227008.0,1084374.3496804524,6,12,50
Florida,2019-12-15,370622458,63146272.0,49474512.0,84846098.0,120105286.0,12095864.765538543,6,12,50
Illinois,2019-12-15,177846809,370622458.0,92535178.0,36069396.0,132292661.85714285,3764106.3099519243,6,12,50
Georgia,2019-12-15,200972765,177846809.0,101028461.0,155885205.0,146570419.57142857,3216625.8699280196,6,12,50
Michigan,2019-12-15,162990876,200972765.0,25869599.0,102506228.0,166159173.42857143,3038343.0665335157,6,12,50
Connecticut,2019-12-15,49935384,162990876.0,90575816.0,10098783.0,160353397.42857143,1020887.2127203824,6,12,50
Colorado,2019-12-15,97765963,49935384.0,96959218.0,42990859.0,160468646.7142857,2617102.539838076,6,12,50
California,2019-12-15,461461506,97765963.0,63146272.0,471710635.0,217370823.0,20962822.28300639,6,12,50
Arkansas,2019-12-15,58035927,461461506.0,370622458.0,135426365.0,172715604.2857143,687552.760165544,6,12,50
Arizona,2019-12-15,110395321,58035927.0,177846809.0,14563391.0,163079677.42857143,4173594.3477834784,6,12,50
Alabama,2019-12-15,108528456,110395321.0,200972765.0,99273973.0,149873347.57142857,1894465.7176052092,6,12,50
Indiana,2019-12-15,120252021,108528456.0,162990876.0,14346931.0,143767796.85714287,2186684.9737433577,6,12,50
Minnesota,2019-12-15,89138966,120252021.0,49935384.0,195489102.0,149368308.57142857,1851843.7794396358,6,12,50
Nevada,2019-12-15,52516064,89138966.0,97765963.0,85157244.0,142904037.2857143,2079938.7210096524,6,12,50
Missouri,2019-12-15,104799080,52516064.0,461461506.0,79333316.0,91952262.14285715,1959498.653576975,6,12,50
West Virginia,2019-12-15,39020265,104799080.0,58035927.0,196752183.0,89235739.0,816744.2970088572,6,12,50
Washington,2019-12-15,104798163,39020265.0,110395321.0,190647025.0,88436145.0,1366851.3643011148,6,12,50
Virginia,2019-12-15,151159938,104798163.0,108528456.0,240233769.0,94526356.71428572,2147344.21012407,6,12,50
Vermont,2019-12-15,10100359,151159938.0,120252021.0,35952023.0,78790405.0,140738.74340270157,6,12,50
Utah,2019-12-15,45535737,10100359.0,89138966.0,29272283.0,72561372.28571428,1571039.5893430375,6,12,50
Texas,2019-12-15,481564976,45535737.0,52516064.0,51787525.0,133854074.0,6374486.487062928,6,12,50
Tennessee,2019-12-15,135249583,481564976.0,104799080.0,101956161.0,138204145.85714287,1725204.7567080124,6,12,50
South Dakota,2019-12-15,16064025,135249583.0,39020265.0,16976908.0,134924683.0,606118.0711816403,6,12,50
Mississippi,2019-12-15,35860883,16064025.0,104798163.0,59857038.0,125076500.14285715,1079216.2908013212,6,12,50
South Carolina,2019-12-15,97227124,35860883.0,151159938.0,49474512.0,117371812.42857143,1706285.5489773587,6,12,50
Pennsylvania,2019-12-15,205556320,97227124.0,10100359.0,92535178.0,145294092.57142857,3929668.345247644,6,12,50
Oregon,2019-12-15,59979191,205556320.0,45535737.0,101028461.0,147357443.14285713,1096978.4720694989,6,12,50
Ohio,2019-12-15,202276981,59979191.0,481564976.0,25869599.0,107459158.14285715,3495657.0277015804,6,12,50
North Carolina,2019-12-15,180282479,202276981.0,135249583.0,90575816.0,113892429.0,3783867.0083186887,6,12,50
New York,2019-12-15,247147491,180282479.0,16064025.0,96959218.0,146904352.7142857,4300685.759460663,6,12,50
New Mexico,2019-12-15,36401029,247147491.0,35860883.0,63146272.0,146981516.42857143,930707.3138706357,6,12,50
New Hampshire,2019-12-15,30115314,36401029.0,97227124.0,370622458.0,137394115.0,449913.86938269075,6,12,50
Nebraska,2019-12-15,16919654,30115314.0,205556320.0,177846809.0,110446019.85714285,441421.2200709254,6,12,50
Rhode Island,2019-12-15,13660736,16919654.0,59979191.0,200972765.0,103829097.71428572,236060.66891192034,6,12,50
Oklahoma,2019-12-15,75511949,13660736.0,202276981.0,162990876.0,85719807.42857143,1376945.737224108,6,12,50
Wyoming,2019-12-15,12078295,75511949.0,180282479.0,49935384.0,61690638.28571428,209160.2530823547,6,12,50
Wisconsin,2019-12-15,87736175,12078295.0,247147491.0,97765963.0,38917593.14285714,1627364.7158097543,6,12,50
Wyoming,2019-12-22,12814748,87736175.0,36401029.0,461461506.0,35548124.428571425,402102.4515961306,6,12,51
New Mexico,2019-12-22,39343627,12814748.0,30115314.0,58035927.0,36866454.85714286,1421423.9737682927,6,12,51
New York,2019-12-22,255211106,39343627.0,16919654.0,110395321.0,70908090.85714285,5701161.134672067,6,12,51
North Carolina,2019-12-22,202939686,255211106.0,13660736.0,108528456.0,97947940.85714285,7307933.317543279,6,12,51
Ohio,2019-12-22,214289031,202939686.0,75511949.0,120252021.0,117773238.28571428,6569934.7978852,6,12,51
Oklahoma,2019-12-22,79011300,214289031.0,12078295.0,89138966.0,127335096.14285715,1401838.788997686,6,12,51
Oregon,2019-12-22,65582615,79011300.0,87736175.0,52516064.0,124170301.85714285,2279301.602885329,6,12,51
Rhode Island,2019-12-22,14871015,65582615.0,12814748.0,104799080.0,124464054.28571428,408700.89276132686,6,12,51
South Carolina,2019-12-22,106241375,14871015.0,39343627.0,39020265.0,134020875.42857143,3057288.0819712174,6,12,51
South Dakota,2019-12-22,16742201,106241375.0,255211106.0,104798163.0,99953889.0,795143.0214910433,6,12,51
Tennessee,2019-12-22,143837604,16742201.0,202939686.0,151159938.0,91510734.42857143,3441590.6408442794,6,12,51
Texas,2019-12-22,507804112,143837604.0,214289031.0,10100359.0,133441460.28571428,12390976.831585968,6,12,51
Utah,2019-12-22,50629211,507804112.0,79011300.0,45535737.0,129386876.14285715,2680033.3009370537,6,12,51
Vermont,2019-12-22,10840313,50629211.0,65582615.0,481564976.0,121566547.28571428,328769.82515402825,6,12,51
Virginia,2019-12-22,163692375,10840313.0,14871015.0,135249583.0,142826741.57142857,4173380.268173074,6,12,51
Washington,2019-12-22,113080403,163692375.0,106241375.0,16064025.0,143803745.57142857,3987323.65481726,6,12,51
West Virginia,2019-12-22,39733872,113080403.0,16742201.0,35860883.0,147088270.0,843772.0082129028,6,12,51
Wisconsin,2019-12-22,94516988,39733872.0,143837604.0,97227124.0,140042467.7142857,3511048.5555980485,6,12,51
Alabama,2019-12-22,116541575,94516988.0,507804112.0,205556320.0,84147819.57142857,3029864.022900522,6,12,51
New Hampshire,2019-12-22,32255625,116541575.0,50629211.0,59979191.0,81523021.57142857,1002531.2602048405,6,12,51
Nevada,2019-12-22,54479450,32255625.0,10840313.0,202276981.0,87757184.0,1951325.4213614794,6,12,51
Pennsylvania,2019-12-22,213752120,54479450.0,163692375.0,180282479.0,94908576.14285715,6148558.518760456,6,12,51
Nebraska,2019-12-22,18450498,213752120.0,113080403.0,247147491.0,81390018.28571428,652732.7861743314,6,12,51
Arkansas,2019-12-22,61147230,18450498.0,39733872.0,36401029.0,84449069.42857143,1127449.5032502557,6,12,51
Arizona,2019-12-22,117291974,61147230.0,94516988.0,30115314.0,87702638.85714285,4344108.280456109,6,12,51
California,2019-12-22,491464690,117291974.0,116541575.0,16919654.0,141263083.85714287,20788471.72903161,6,12,51
Colorado,2019-12-22,102108204,491464690.0,32255625.0,13660736.0,151242023.7142857,3828117.944929951,6,12,51
Connecticut,2019-12-22,52849555,102108204.0,54479450.0,75511949.0,151009181.57142857,1153996.6145079425,6,12,51
Florida,2019-12-22,392523627,52849555.0,213752120.0,12078295.0,176547968.2857143,12580166.0276913,6,12,51
Georgia,2019-12-22,216037052,392523627.0,18450498.0,87736175.0,204774618.85714287,6109338.766227635,6,12,51
Indiana,2019-12-22,128150634,216037052.0,61147230.0,12814748.0,214346533.7142857,4212732.279815005,6,12,51
Iowa,2019-12-22,67258273,128150634.0,117291974.0,39343627.0,207198862.14285713,2038095.048958793,6,12,51
